"node3","cause","cause_value","kappa","necessity","sufficiency","A","B","E","structure","trial_id","pgroup","trialtype","node2","ns_kappa","ns_product","ns_average","ns_necessity_only","ns_sufficiency_only"
"Bu=1","Bu",1,0.269230769230769,0,0.538461538461538,1,1,0,"conjunctive","3_c4",3,"c4","Bu",0.269230769230769,0,0.269230769230769,0,0.538461538461538
"A=0","A",0,0.9,0,1,1,1,1,"conjunctive","3_c5",3,"c5","A",0.9,0,0.5,0,1
"A=1","A",1,1,1,1,1,1,1,"conjunctive","3_c5",3,"c5","A",1,1,1,1,1
"B=0","B",0,0.2,0,1,1,1,1,"conjunctive","3_c5",3,"c5","B",0.2,0,0.5,0,1
"B=1","B",1,1,1,1,1,1,1,"conjunctive","3_c5",3,"c5","B",1,1,1,1,1
"Au=0","Au",0,0.3,0,1,1,1,1,"conjunctive","3_c5",3,"c5","Au",0.3,0,0.5,0,1
"Au=1","Au",1,1,1,1,1,1,1,"conjunctive","3_c5",3,"c5","Au",1,1,1,1,1
"Bu=0","Bu",0,0.5,0,1,1,1,1,"conjunctive","3_c5",3,"c5","Bu",0.5,0,0.5,0,1
"Bu=1","Bu",1,1,1,1,1,1,1,"conjunctive","3_c5",3,"c5","Bu",1,1,1,1,1
"A=0","A",0,0.97,0.7,1,0,0,0,"disjunctive","3_d1",3,"d1","A",0.97,0.7,0.85,0.7,1
"A=1","A",1,0.07,0,0.7,0,0,0,"disjunctive","3_d1",3,"d1","A",0.07,0,0.35,0,0.7
"B=0","B",0,0.6,0.5,1,0,0,0,"disjunctive","3_d1",3,"d1","B",0.6,0.5,0.75,0.5,1
"B=1","B",1,0.4,0,0.5,0,0,0,"disjunctive","3_d1",3,"d1","B",0.4,0,0.25,0,0.5
"Au=0","Au",0,0.3,0,1,0,0,0,"disjunctive","3_d1",3,"d1","Au",0.3,0,0.5,0,1
"Au=1","Au",1,0,0,0,0,0,0,"disjunctive","3_d1",3,"d1","Au",0,0,0,0,0
"Bu=0","Bu",0,0.5,0,1,0,0,0,"disjunctive","3_d1",3,"d1","Bu",0.5,0,0.5,0,1
"Bu=1","Bu",1,0,0,0,0,0,0,"disjunctive","3_d1",3,"d1","Bu",0,0,0,0,0
"A=0","A",0,0.97,0.7,1,0,1,0,"disjunctive","3_d2",3,"d2","A",0.97,0.7,0.85,0.7,1
"A=1","A",1,0.07,0,0.7,0,1,0,"disjunctive","3_d2",3,"d2","A",0.07,0,0.35,0,0.7
"B=0","B",0,0.2,0,1,0,1,0,"disjunctive","3_d2",3,"d2","B",0.2,0,0.5,0,1
"B=1","B",1,0,0,0,0,1,0,"disjunctive","3_d2",3,"d2","B",0,0,0,0,0
"Au=0","Au",0,0.3,0,1,0,1,0,"disjunctive","3_d2",3,"d2","Au",0.3,0,0.5,0,1
"Au=1","Au",1,0,0,0,0,1,0,"disjunctive","3_d2",3,"d2","Au",0,0,0,0,0
"Bu=0","Bu",0,1,1,1,0,1,0,"disjunctive","3_d2",3,"d2","Bu",1,1,1,1,1
"Bu=1","Bu",1,0.5,0,1,0,1,0,"disjunctive","3_d2",3,"d2","Bu",0.5,0,0.5,0,1
"A=0","A",0,0,0,0,0,1,1,"disjunctive","3_d3",3,"d3","A",0,0,0,0,0
"A=1","A",1,0.07,0,0.7,0,1,1,"disjunctive","3_d3",3,"d3","A",0.07,0,0.35,0,0.7
"B=0","B",0,0.2,0,1,0,1,1,"disjunctive","3_d3",3,"d3","B",0.2,0,0.5,0,1
"B=1","B",1,1,1,1,0,1,1,"disjunctive","3_d3",3,"d3","B",1,1,1,1,1
"Au=0","Au",0,0,0,0,0,1,1,"disjunctive","3_d3",3,"d3","Au",0,0,0,0,0
"Au=1","Au",1,0,0,0,0,1,1,"disjunctive","3_d3",3,"d3","Au",0,0,0,0,0
"Bu=0","Bu",0,0.5,0,1,0,1,1,"disjunctive","3_d3",3,"d3","Bu",0.5,0,0.5,0,1
"Bu=1","Bu",1,1,1,1,0,1,1,"disjunctive","3_d3",3,"d3","Bu",1,1,1,1,1
"A=0","A",0,0.9,0,1,1,0,0,"disjunctive","3_d4",3,"d4","A",0.9,0,0.5,0,1
"A=1","A",1,0,0,0,1,0,0,"disjunctive","3_d4",3,"d4","A",0,0,0,0,0
"B=0","B",0,0.6,0.5,1,1,0,0,"disjunctive","3_d4",3,"d4","B",0.6,0.5,0.75,0.5,1
"B=1","B",1,0.4,0,0.5,1,0,0,"disjunctive","3_d4",3,"d4","B",0.4,0,0.25,0,0.5
"Au=0","Au",0,1,1,1,1,0,0,"disjunctive","3_d4",3,"d4","Au",1,1,1,1,1
"Au=1","Au",1,0.7,0,1,1,0,0,"disjunctive","3_d4",3,"d4","Au",0.7,0,0.5,0,1
"Bu=0","Bu",0,0.5,0,1,1,0,0,"disjunctive","3_d4",3,"d4","Bu",0.5,0,0.5,0,1
"Bu=1","Bu",1,0,0,0,1,0,0,"disjunctive","3_d4",3,"d4","Bu",0,0,0,0,0
"A=0","A",0,0.9,0,1,1,0,1,"disjunctive","3_d5",3,"d5","A",0.9,0,0.5,0,1
"A=1","A",1,1,1,1,1,0,1,"disjunctive","3_d5",3,"d5","A",1,1,1,1,1
"B=0","B",0,0,0,0,1,0,1,"disjunctive","3_d5",3,"d5","B",0,0,0,0,0
"B=1","B",1,0.4,0,0.5,1,0,1,"disjunctive","3_d5",3,"d5","B",0.4,0,0.25,0,0.5
"Au=0","Au",0,0.3,0,1,1,0,1,"disjunctive","3_d5",3,"d5","Au",0.3,0,0.5,0,1
"Au=1","Au",1,1,1,1,1,0,1,"disjunctive","3_d5",3,"d5","Au",1,1,1,1,1
"Bu=0","Bu",0,0,0,0,1,0,1,"disjunctive","3_d5",3,"d5","Bu",0,0,0,0,0
"Bu=1","Bu",1,0,0,0,1,0,1,"disjunctive","3_d5",3,"d5","Bu",0,0,0,0,0
"A=0","A",0,0.9,0,1,1,1,0,"disjunctive","3_d6",3,"d6","A",0.9,0,0.5,0,1
"A=1","A",1,0,0,0,1,1,0,"disjunctive","3_d6",3,"d6","A",0,0,0,0,0
"B=0","B",0,0.2,0,1,1,1,0,"disjunctive","3_d6",3,"d6","B",0.2,0,0.5,0,1
"B=1","B",1,0,0,0,1,1,0,"disjunctive","3_d6",3,"d6","B",0,0,0,0,0
"Au=0","Au",0,1,1,1,1,1,0,"disjunctive","3_d6",3,"d6","Au",1,1,1,1,1
"Au=1","Au",1,0.7,0,1,1,1,0,"disjunctive","3_d6",3,"d6","Au",0.7,0,0.5,0,1
"Bu=0","Bu",0,1,1,1,1,1,0,"disjunctive","3_d6",3,"d6","Bu",1,1,1,1,1
"Bu=1","Bu",1,0.5,0,1,1,1,0,"disjunctive","3_d6",3,"d6","Bu",0.5,0,0.5,0,1
"A=0","A",0,0.370588235294118,0,0.411764705882353,1,1,1,"disjunctive","3_d7",3,"d7","A",0.370588235294118,0,0.205882352941176,0,0.411764705882353
"A=1","A",1,0.452941176470588,0.411764705882353,0.823529411764706,1,1,1,"disjunctive","3_d7",3,"d7","A",0.452941176470588,0.339100346020761,0.61764705882353,0.411764705882353,0.823529411764706
"B=0","B",0,0.0352941176470588,0,0.176470588235294,1,1,1,"disjunctive","3_d7",3,"d7","B",0.0352941176470588,0,0.0882352941176471,0,0.176470588235294
"B=1","B",1,0.505882352941176,0.176470588235294,0.588235294117647,1,1,1,"disjunctive","3_d7",3,"d7","B",0.505882352941176,0.103806228373702,0.382352941176471,0.176470588235294,0.588235294117647
"Au=0","Au",0,0.123529411764706,0,0.411764705882353,1,1,1,"disjunctive","3_d7",3,"d7","Au",0.123529411764706,0,0.205882352941176,0,0.411764705882353
"Au=1","Au",1,0.823529411764706,0.411764705882353,1,1,1,1,"disjunctive","3_d7",3,"d7","Au",0.823529411764706,0.411764705882353,0.705882352941176,0.411764705882353,1
"Bu=0","Bu",0,0.0882352941176471,0,0.176470588235294,1,1,1,"disjunctive","3_d7",3,"d7","Bu",0.0882352941176471,0,0.0882352941176471,0,0.176470588235294
"Bu=1","Bu",1,0.588235294117647,0.176470588235294,1,1,1,1,"disjunctive","3_d7",3,"d7","Bu",0.588235294117647,0.176470588235294,0.588235294117647,0.176470588235294,1
